id,question,multiSelect,optionA,optionB,optionC,optionD,optionE,optionF,correctAnswers,times,domain
7505,Which of these are monitoring services in AWS? (Select 2),True,Amazon DynamoDB,Amazon CloudFront,Amazon CloudWatch,AWS Lambda,AWS X-Ray,,"C,E",1,Cloud Technology and Services
7506,"When deploying applications to Amazon EC2 instances, who is responsible for choosing the Guest OS and installing patches to it?",False,Shared Responsibility,Does not fall under Shared Responsibility model,AWS,Customer,,,D,1,Security and Compliance
7508,Which of these is the advantage of deploying applications to AWS?,False,You do not need to guess capacity,Security and Compliance is taken care of by AWS,You do not need to worry about security,You do not need to worry about encryption,,,A,1,Security and Compliance
7509,"Which of these is a managed AWS service to automate deployments to Amazon EC2 instances, On-Premises Instances, AWS ECS and AWS Lambda?",False,AWS CodeDeploy,AWS CodeCommit,Amazon CloudWatch,Amazon CloudFront,,,A,1,Cloud Technology and Services
7510,You need to quickly run a web application continuously for 15 days. Which of these options would you choose?,False,Savings Plans,Reserved Instances,Spot Instances,On Demand Instances,,,D,1,Cloud Technology and Services
7511,Which of these is the cheapest option to run workloads in AWS?,False,Spot Instances,On Demand Instances,Reserved Instances,Savings Plans,,,A,1,Cloud Technology and Services
7512,"Which of these AWS services can be used to protect your web applications from OWASP Top 10 exploits like SQL injection, cross-site scripting(XSS)?",False,AWS KMS,AWS WAF (Web Application Firewall),AWS Shield,AWS Cloud HSM (Hardware Security Module),,,B,1,Security and Compliance
7513,Which of these AWS services gives you real-time guidance to help you provision your resources following AWS best practices?,False,AWS Trusted Advisor,AWS CloudTrail,AWS CloudWatch,AWS X-Ray,,,A,1,Security and Compliance
7514,"Which of these S3 storage classes is recommended for Long-lived, infrequently accessed data that you would need to be able to access immediately?",False,Glacier,Standard,One Zone-IA,Standard-IA,,,D,1,Cloud Technology and Services
7515,Which of these is used to provide temporary access to resources in AWS?,False,IAM Group,IAM User,IAM Policy,IAM Role,,,D,1,Security and Compliance
7516,Which of these are IAM Best Practices (Select 2)?,True,Use IAM User to give access to AWS Resources for Amazon EC2 instances,Use Root User Regularly for IAM operations,Grant least privilege,Configure a strong password policy,Share IAM User credentials,,"C,D",1,Security and Compliance
7517,Which of these AWS services can be used to store user sessions from web applications?,False,Amazon Redshift,Amazon ElastiCache,Amazon RDS,Amazon S3,,,B,1,Cloud Technology and Services
7518,Which of these AWS services provides inventory of your AWS resources including resource history?,False,Amazon CloudWatch,AWS CloudTrail,Amazon GuardDuty,AWS Config,,,D,1,Security and Compliance
7519,You do not want to allow HTTP calls into your EC2 instances. Which of these can you make use of?,False,Elastic IP,Amazon Machine Image (AMI),Security Groups,EC2 instance families,,,C,1,Security and Compliance
7520,Which of these helps you provision a logically isolated section of the AWS Cloud where you can launch AWS resources in a virtual network that you define?,False,Amazon VPC,API Gateway,NAT Gateway,VPC Subnets,,,A,1,Cloud Technology and Services
7521,How can you distribute data in Amazon RDS across multiple geographic locations?,False,Create Read Replica in a different availability zone (compared to master database),Create Read Replica in the same availability zone as the master database,Create Read Replica in the same region as the master database,Create Read Replica in a different region (compared to master database),,,D,1,Cloud Technology and Services
7522,Which of these allow you to create tunnels from VPC to on premises with encrypted communication over internet?,False,NAT Gateway,AWS Managed VPN,Internet Gateway,AWS Direct Connect,,,B,2,Security and Compliance
7523,You need to run multiple EC2 instances with a software needing a server-bound software license in AWS. Which of these options would you recommend?,False,On Demand Instances,EC2 Dedicated Hosts,Reserved Instances,Spot Instances,,,B,1,Cloud Technology and Services
7526,Which of these AWS services provides you with a dedicated hardware appliance for managing your keys in AWS?,False,AWS Shield,AWS Cloud HSM (Hardware Security Module),AWS WAF (Web Application Firewall),AWS KMS,,,B,1,Security and Compliance
7527,Which of these AWS services can be used to protect your web applications from malicious requests from specific IP Addresses?,False,AWS Cloud HSM (Hardware Security Module),AWS KMS,AWS WAF (Web Application Firewall),AWS Shield,,,C,1,Security and Compliance
7528,Which of these AWS services can be used to speed up database-driven websites by caching data?,False,Amazon DynamoDB,Amazon Redshift,Amazon ElastiCache,Amazon RDS,,,C,1,Cloud Technology and Services
7529,Which of these options is recommended for moving hundreds of petabytes of data from on-premises to AWS?,False,AWS Storage Tape Gateway,AWS Snowmobile,AWS Snowball,AWS DataSync,,,B,1,Cloud Technology and Services
7530,Which of these AWS services helps you to execute an Auto Scaling policy based on CPU utilization of an EC2 instance?,False,AWS Config,Amazon CloudWatch Logs,Amazon CloudWatch Alarms,AWS CloudTrail,,,C,1,Security and Compliance
7531,You need to run a web application using 10 EC2 instances for the next 1 year in AWS. Which of these EC2 pricing models would you choose?,False,EC2 instance families,On Demand Instances,Spot Instances,Reserved Instances,,,D,1,Cloud Technology and Services
7532,Which of these is a recommended file share service for High-performance computing (HPC) and media processing use cases?,False,Amazon FSx Windows File Servers,Amazon S3,Amazon FSx for Lustre,Amazon Elastic File System (EFS),,,C,1,Cloud Technology and Services
7533,Which of these databases supports relational databases with tables and SQL queries(Select 2)?,True,Amazon ElastiCache,Amazon Neptune,Amazon DynamoDB,Amazon RDS,Amazon Redshift,,"D,E",1,Cloud Technology and Services
7535,Which of these AWS services helps you get technical expertise from AWS Teams for Enterprise Application Migration and Application Modernization?,False,AWS Marketplace,AWS Service Quotas,AWS Professional Services,AWS Systems Manager,,,C,1,"Billing, Pricing, and Support"
7536,Which of these is a fully managed container orchestration service in AWS?,False,AWS Lambda,AWS Elastic Beanstalk,AWS Elastic Container Service (ECS),AWS Fargate,,,C,1,Cloud Technology and Services
7538,Which of these are the types of Elastic Load Balancers available in AWS (select 3)?,True,Modern Load Balancer,Network Load Balancer,Container Load Balancer,Classic Load Balancer,Application Load Balancer,,"B,D,E",1,Cloud Technology and Services
7539,Which of these can be used to set up a MySQL database in AWS? (Select 2),True,Amazon Redshift,Amazon DynamoDB,Amazon RDS,Amazon EC2,Amazon ElastiCache,,"C,D",1,Cloud Technology and Services
7540,Which of these AWS services is recommended to handle streaming data in AWS?,False,Amazon CloudWatch,Amazon SQS,Amazon SNS,Amazon Kinesis,,,D,1,Cloud Technology and Services
7542,Which of these is NOT a principle under the Security pillar of AWS Well Architected Framework?,False,Security in Depth - Apply security in all layers,Principle of least privilege for least time,Protect Data in Transit,Go serverless: Prefer Lambda to EC2!,,,D,1,Security and Compliance
7543,"Your enterprise has multiple AWS accounts - one each for every business unit. However, you would want to generate a consolidated bill for all your AWS accounts. Which of these AWS services helps you to generate a consolidated bill for multiple AWS accounts?",False,AWS CloudTrail,AWS Organizations,AWS Config,AWS Trusted Advisor,,,B,1,Security and Compliance
7544,Which of these provides you with an extra layer of protection on top of your user name and password for critical operations?,False,IAM Role,MFA,IAM Group,IAM User,,,B,1,Security and Compliance
7545,Which of these allows internet access from a private subnet?,False,Internet Gateway,AWS Direct Connect,NAT Gateway,Security Group,,,C,1,Security and Compliance
7546,Which of these can be used to create network storage that can be attached with only one EC2 instance?,False,AWS Storage Gateway,Amazon Elastic File System (EFS),Amazon S3,Amazon Elastic Block Store (EBS),,,D,1,Cloud Technology and Services
7547,Which of these Amazon RDS features helps you to replicate the database in multiple AZs (Select 2)?,True,Automatic software patching,Automated scaling,Encryption at rest and in transit,Multi-AZ deployment,Read replicas,,"D,E",1,Security and Compliance
7548,Which of these helps you to investigate and quickly identify the root cause of potential security issues?,False,Amazon GuardDuty,AWS Artifact,Amazon Macie,Amazon Detective,,,D,1,Security and Compliance
7550,Which of these services is a highly available and scalable cloud Domain Name System (DNS) offered by AWS?,False,Amazon SNS,Amazon CloudWatch,Route 53,Amazon CloudFront,,,C,1,Cloud Technology and Services
7551,Which of these are attached to an IAM entity to provide it with permissions to access AWS resources?,False,IAM Group,IAM Policy,IAM Role,IAM User,,,B,1,Security and Compliance
7552,Which characteristic of the cloud allows you to react quickly as your needs evolve (change)?,False,Performance,Operational Excellence,Resilience,Agility,,,D,1,Cloud Technology and Services
7553,Which of these AWS services provides you with Elasticity - the ability to increase and decrease EC2 instances based on demand?,False,Elastic Load Balancing,Amazon EC2 Auto Scaling,AWS Config,Amazon CloudFront,,,B,1,Security and Compliance
7555,Which of these is an Object Storage Service in AWS?,False,Amazon Elastic File System (EFS),AWS Storage Gateway,Amazon Elastic Block Store (EBS),Amazon S3,,,D,1,Cloud Technology and Services
7556,Which of these provides you with on-demand access to AWS security and compliance reports and select online agreements?,False,Amazon Macie,Amazon GuardDuty,AWS Artifact,AWS Security Hub,,,C,1,Security and Compliance
7557,Access keys (access key ID and secret access key) of an IAM user are used to:,False,Make programmatic calls against AWS Services using AWS CLI,Access AWS Management Console,Get access to services protected by MFA,Provide users access to content distributed using Amazon CloudFront,,,A,1,Security and Compliance
7558,Which of these provides a consistent network performance from AWS to on-premises on a private network?,False,AWS Managed VPN,AWS Direct Connect,Internet Gateway,NAT Gateway,,,B,1,Security and Compliance
7559,Which of these AWS Well-Architected Framework pillars focus on automating infrastructure provisioning with Infrastructure as Code?,False,Operational Excellence,Security,Performance Efficiency,Reliability,,,A,1,Cloud Concepts
7561,Which of these is a managed source code version control service provided by AWS?,False,AWS CodeCommit,AWS CodeDeploy,AWS CodeBuild,AWS CodePipeline,,,A,1,Cloud Technology and Services
7562,Which of these AWS services provides you with personalized view into the performance and availability of the AWS services underlying your AWS resources?,False,AWS Systems Manager,AWS Professional Services,AWS Personal Health Dashboard,AWS Marketplace,,,C,1,"Billing, Pricing, and Support"
7563,Which of these is NOT related to an Amazon VPC?,False,Subnets,Internet Gateway,API Gateway,NAT Gateway,,,C,1,Cloud Technology and Services
7565,Which of these are components in the AWS Global Infrastructure? (Select 3),True,Geographic Locations,Regions,Availability Zones,Servers,Edge Locations,,"B,C,E",1,Cloud Technology and Services
7567,"Which of these AWS services provides you with checks to optimize your AWS infrastructure, increase security and performance, reduce your overall costs, and monitor service limits?",False,AWS CloudTrail,AWS Organizations,AWS Config,AWS Trusted Advisor,,,D,1,Security and Compliance
7568,Which of these databases allow you to create tables without creating a database or a schema?,False,Amazon DynamoDB,Amazon RDS,Amazon Redshift,Amazon Aurora,,,A,1,Cloud Technology and Services
7571,Which of these help you to separate public resources from private resources in an Amazon VPC?,False,Amazon Direct Connect,NAT Gateway,API Gateway,VPC Subnets,,,D,1,Cloud Technology and Services
7573,Which of these allow you to capture traffic going in and out of your VPCs and Subnets?,False,VPC Flow Logs,VPC Endpoint,NAT Gateway,VPC Peering,,,A,1,Cloud Technology and Services
7574,You have to run a fault-tolerant batch program (that can be interrupted) within the next month. You are extremely cost-sensitive. Which of these options would you choose?,False,Savings Plans,Reserved Instances,Spot Instances,On Demand Instances,,,C,1,Cloud Technology and Services
7575,Which of these AWS services allow you to set up alert notifications when actual or forecasted cost or usage exceeds your budget limit?,False,AWS Budgets,AWS Trusted Advisor,AWS Cost Explorer,AWS CloudTrail,,,A,1,"Billing, Pricing, and Support"
7576,Which of these payment options gives you the best discount for Reserved Instances?,False,No Upfront,Partial Upfront,Nothing Upfront,All Upfront,,,D,1,Cloud Technology and Services
7577,Which of these AWS support plans provides you with all AWS Trusted Advisor checks? (Select 2),True,Developer,Business,Operations,Enterprise,Basic,,"B,D",1,"Billing, Pricing, and Support"
7578,Which of these provides low-cost storage for disaster recovery backups which need immediate access when needed?,False,Amazon Elastic Block Store (EBS),Amazon Glacier,AWS Storage Gateway,Amazon S3,,,D,1,Cloud Technology and Services
7579,"Which of these AWS services is a fast content delivery network (CDN) service that securely delivers data, videos, applications, and APIs to customers globally with low latency?",False,Amazon CloudFront,Amazon SNS,Amazon CloudWatch,Route 53,,,A,1,Cloud Technology and Services
7581,Which of these services automates the discovery of sensitive data at scale and lowers the cost of protecting your data in AWS?,False,AWS WAF (Web Application Firewall),AWS Shield,Amazon Macie,Amazon GuardDuty,,,C,1,Security and Compliance
7584,Which of these AWS services can be used to deploy applications to on premise instances?,False,AWS CodeDeploy,AWS CodeCommit,Amazon CloudFront,Amazon CloudWatch,,,A,1,Cloud Technology and Services
7585,Your compliance needs dictate that you have to run all your EC2 instances on dedicated physical servers. Which of these options would you recommend?,False,EC2 Dedicated Hosts,Spot Instances,Reserved Instances,On Demand Instances,,,A,1,Security and Compliance
7586,"When using Amazon RDS to run a database, which of the following is the customer of AWS responsible for (select 2)?",True,Creating Schema (tables and relationships),"Security of Physical Infrastructure (Hardware, Networking)","Configuration of Physical Infrastructure (Hardware, Networking)",Creating Database Users,Installing Operating System,,"A,D",1,Cloud Technology and Services
7588,Which of these is the recommended Elastic Load Balancer for HTTP/HTTPS web applications in AWS?,False,Container Load Balancer,Classic Load Balancer,Application Load Balancer,Network Load Balancer,,,C,1,Cloud Technology and Services
7589,Which of these S3 storage classes is recommended for files with changing or unknown access patterns?,False,Standard,Intelligent-Tiering,Glacier,One Zone-IA,,,B,1,Cloud Technology and Services
7590,How is the cost for using AWS Lambda determined?,False,"Number of requests, Duration of requests and Memory Configured",All of the Above,Number of Servers Provisioned,Number of Load Balancers used,,,A,1,Cloud Technology and Services
7591,Which of these are used to manage permissions for a set of users in AWS?,False,IAM Policy,IAM Group,IAM Role,IAM User,,,B,1,Security and Compliance
7592,Which of these programs gets you help from other consulting and technology firms to design and build services in AWS?,False,AWS Service Quotas,AWS Marketplace,AWS Partner Network,AWS Systems Manager,,,C,1,"Billing, Pricing, and Support"
7593,Which of these provides low cost storage for archives and backup in AWS?,False,Amazon Glacier,AWS Storage Gateway,Amazon S3,Amazon Elastic Block Store (EBS),,,A,1,Cloud Technology and Services
7596,"Which of these helps you to private connectivity between AWS and your data center to reduce your network costs, increase bandwidth throughput, and provide a more consistent network experience?",False,NAT Gateway,AWS Direct Connect,Internet Gateway,AWS Managed VPN,,,B,1,Security and Compliance
7597,"If you suspect that AWS resources are used for abusive purposes, which of these AWS teams should you reach out to?",False,AWS Professional Services,AWS Systems Manager,AWS Partner Network,AWS Abuse team,,,D,1,Cloud Technology and Services
7601,"Which of these AWS services inspects your AWS environment and makes recommendations for saving money, improving system performance, or closing security gaps?",False,AWS Config,AWS Trusted Advisor,AWS Organizations,AWS CloudTrail,,,B,1,Security and Compliance
7602,Which of these AWS services helps you to act based on events on AWS services (For example: Call a AWS Lambda function or send an email when an EC2 instance starts)?,False,AWS CloudTrail,AWS Config,Amazon CloudWatch Logs,Amazon CloudWatch Events,,,D,1,Security and Compliance
7603,Which of these are customer responsibilities when you are using Amazon RDS to deploy your database (Select 2)?,True,"Creating schema (tables, indexes etc)",Schema optimization,Hardware Maintenance,High Availability,OS Installation,,"A,B",1,Cloud Technology and Services
7605,Which of these AWS services helps you to define Service control policies(SCP) to define cross account restrictions (Example: Require MFA to stop an Amazon EC2 instance)?,False,AWS Organizations,AWS Config,AWS CloudTrail,AWS Trusted Advisor,,,A,1,Security and Compliance
7607,Which of these AWS services helps you to create loosely coupled applications in AWS (Select 2)?,True,AWS X-Ray,Amazon SQS,Amazon SNS,AWS Config,Amazon CloudWatch,,"B,C",1,Security and Compliance
7608,Choose compute related services in AWS (Select 2),True,Amazon Redshift,AWS Lambda,Amazon EC2,Amazon RDS,Amazon DynamoDB,,"B,C",1,Cloud Technology and Services
7609,Which of these is NOT a recommendation under the Operation Excellence pillar of AWS Well Architected Framework?,False,Use temporary credentials when possible,"Implement CI/CD to find problems early: CodePipeline, CodeBuild, CodeDeploy",Go serverless: Prefer Lambda to EC2!,Automate with Cloud Formation: Use Infrastructure As Code,,,A,1,Cloud Technology and Services
7610,Which of these AWS services helps you to establish a hybrid cloud (applications deployed in on premises and AWS)? (Select 2),True,NAT Gateway,AWS Storage Gateway,API Gateway,Amazon CloudFront,AWS Direct Connect,,"B,E",1,Cloud Concepts
7611,Which of these AWS services is recommended to audit and monitor changes made to your AWS resources?,False,Amazon GuardDuty,Amazon CloudWatch,AWS CloudTrail,AWS Config,,,C,1,Security and Compliance
7612,Which of these is an ephemeral storage that can be attached with an EC2 instance?,False,Amazon Elastic File System (EFS),Amazon Elastic Block Store (EBS),Amazon EC2 Instance Store,AWS Storage Gateway,,,C,1,Cloud Technology and Services
7613,Which of these are advantages of moving to cloud? (Select 2),True,Startups can buy infrastructure on demand,Trade capital expense (capex) for operational expense (opex),Startups can pay in monthly installments for infrastructure,Startups can buy infrastructure ahead of time,Easily deploy your applications to multiple regions around the world,,"B,E",1,"Billing, Pricing, and Support"
7616,Which of these provides the cheapest option to run non-immediate fault-tolerant batch applications on EC2 instances in AWS?,False,Savings Plans,Spot Instances,Reserved Instances,On Demand Instances,,,B,1,Cloud Technology and Services
7617,Which of these can be used to setup a self (customer) managed MySQL database in AWS?,False,Amazon DynamoDB,Amazon EC2 with Amazon Elastic Block Store (Amazon EBS),Amazon ElastiCache,Amazon Redshift,,,B,1,Cloud Technology and Services
7618,Which of these AWS services is recommended for creating virtual tape backups from on premises to Amazon S3 & Glacier?,False,AWS Storage Volume Gateway,AWS Storage File Gateway,AWS Storage Tape Gateway,Amazon S3,,,C,1,Cloud Technology and Services
7619,Which of these storage services can be used to host a static website in AWS?,False,AWS Storage Gateway,Amazon S3,Amazon Elastic Block Store (EBS),Amazon Elastic File System (EFS),,,B,1,Cloud Technology and Services
7621,One of the IAM best practices is to perform an additional security check in addition to user id and password for IAM administrators. Which of these represents this best practice?,False,Rotate security credentials regularly,Enable MFA for privileged users,Configure a strong password policy,Grant least privilege,,,B,1,Security and Compliance
7623,Which of these is a managed AWS service to run your unit tests and build your source package?,False,AWS CodeDeploy,AWS CodePipeline,AWS CodeBuild,Amazon CloudWatch,,,C,1,Cloud Technology and Services
7624,A public subnet has a route to:,False,NAT instance,NAT Gateway,Security Group,Internet Gateway,,,D,1,Security and Compliance
7625,"Which of these is a pre-defined template that contains a software configuration (for example, an operating system, an application server, and applications) to launch an Amazon EC2 instance?",False,Security Groups,Amazon Machine Image (AMI),Elastic IP,EC2 instance families,,,B,1,Security and Compliance
7627,Which of these is used to make programmatic calls against AWS Services?,False,IAM User user id and password,"AWS CLI (Command Line Interface) - Execute Commands, Create Scripts, Use IAM Users Credentials (access key ID and secret access key)",IAM User Access keys (access key ID and secret access key),IAM Group user id and password,IAM Role user id and password,,C,1,Security and Compliance
7628,"Which of these is used to continuously monitor AWS environment for suspicious activity by analyzing AWS CloudTrail events, VPC Flow Logs etc?",False,AWS Shield,Amazon Macie,AWS WAF (Web Application Firewall),Amazon GuardDuty,,,D,1,Security and Compliance
7629,Which of these AWS services helps you to implement DevOps in AWS (Select 2)?,True,Route 53,AWS CodeBuild,Amazon CloudFront,AWS CodePipeline,Amazon CloudWatch,,"B,D",1,Cloud Technology and Services
7630,Which of these AWS support plans provides you with a Concierge Support Team?,False,Enterprise,Business,Developer,Basic,,,A,1,"Billing, Pricing, and Support"
7631,Which of these allows instances in a private subnet to download software patches while denying inbound traffic from internet?,False,Security Group,NAT Gateway,Internet Gateway,AWS Direct Connect,,,B,1,Security and Compliance
7632,Which of these options is recommended for moving exabytes of data from on premises to AWS?,False,AWS Snowmobile,AWS Snowball,AWS Storage Tape Gateway,AWS DataSync,,,A,1,Cloud Technology and Services
7633,You want to improve the latency for global users accessing a static website hosted in S3 bucket. Which of these AWS services would you recommend?,False,Amazon CloudWatch,Amazon SNS,Route 53,Amazon CloudFront,,,D,1,Cloud Technology and Services
7634,"Which of these AWS services provides predefined, customizable rules that are used to evaluate whether your AWS resources comply with common best practices?",False,AWS CloudTrail,Amazon CloudWatch,Amazon GuardDuty,AWS Config,,,D,1,Security and Compliance
7635,Which of these can be used to audit the usage of your IAM Users?,False,AWS CloudTrail,AWS Config,IAM Role,Amazon CloudWatch,,,A,1,Security and Compliance
7637,Which of these AWS Well Architected Framework pillars focuses on the ability to adapt to changing demands in load and recover from infrastructure and application issues?,False,Performance Efficiency,Reliability,Security,Operational Excellence,,,B,1,Cloud Technology and Services
7638,How can you protect from outages due to natural disasters in a specific geographical location?,False,Deploy applications to Multiple Regions and Multiple Availability Zones,You cannot protect your applications from outages,Deploy applications in a Single Region,Deploy applications in a single Availability Zone,,,A,1,Cloud Technology and Services
7639,"Which of these AWS services helps you to run pre-configured development stacks like LAMP, MEAN in AWS at a low predictable monthly price?",False,AWS Elastic Beanstalk,AWS Elastic Container Service (ECS),Amazon Lightsail,AWS Lambda,,,C,1,Cloud Technology and Services
7640,Which of these is a component in an Amazon VPC?,False,Internet Gateway,API Gateway,Bucket,Object,,,A,1,Cloud Technology and Services
7641,The primary responsibility of which of these AWS services is to help you to version control your source code?,False,AWS CodePipeline,AWS CodeCommit,AWS CodeDeploy,Amazon CloudWatch,,,B,1,Cloud Technology and Services
7642,Which of these AWS services can encrypt data in Amazon S3?,False,AWS WAF (Web Application Firewall),AWS KMS,AWS Shield,Amazon Macie,,,B,1,Security and Compliance
7643,Which of these represents vertical scaling of EC2 instances?,False,Creating more EC2 instances,Reducing the number of EC2 instances,Adding a Load Balancer to load balance between EC2 instances,Increasing EC2 instance size (Example: t2.micro to t2.small),,,D,1,Cloud Technology and Services
7647,Which of these payment options give you the best discount for Savings Plans?,False,Partial Upfront,All Upfront,No Upfront,Nothing Upfront,,,B,1,Cloud Technology and Services
7649,Increasing the number of EC2 instances based on the number of users using your application is an example of:,False,Elasticity,Security,Reliability,Durability,,,A,1,Cloud Technology and Services
7651,Which of these is networking connection between two VPCs that enables you to route traffic between them using private addresses?,False,Security Group,VPC Peering,VPC Flow Logs,AWS Direct Connect,,,B,1,Security and Compliance
7653,"Which of these AWS services allow you to analyze your costs(Filter by Region, AZ, tags etc.) and see future cost projections in AWS?",False,AWS CloudTrail,AWS Cost Explorer,AWS Trusted Advisor,AWS Budgets,,,B,1,"Billing, Pricing, and Support"
7654,Which of these AWS services allow you to reduce latency for users by distributing content to edge locations all around the world?,False,Amazon CloudFront,Amazon SNS,Route 53,Amazon CloudWatch,,,A,1,Cloud Technology and Services
7656,Which of these helps you to create your own isolated network in AWS cloud?,False,Amazon VPC,NAT Gateway,API Gateway,VPC Subnets,,,A,1,Cloud Technology and Services
7657,Which of these database services is used to create an AWS managed Oracle database?,False,Amazon RDS,Amazon ElastiCache,Amazon DynamoDB,Amazon Redshift,,,A,1,Cloud Technology and Services
7658,Which of these database services is used to create an AWS managed MySQL database?,False,Amazon ElastiCache,Amazon DynamoDB,Amazon Redshift,Amazon RDS,,,D,1,Cloud Technology and Services
7659,Which of these databases is recommended for quickly evolving applications needing to support millions of transactions per second?,False,Amazon ElastiCache,Amazon DynamoDB,Amazon RDS,Amazon Redshift,,,B,1,Cloud Technology and Services
7660,Which of these are managed database services in AWS? (Select 2),True,Amazon DynamoDB,Amazon RDS,Amazon CloudFront,AWS Lambda,Amazon EC2,,"A,B",1,Cloud Technology and Services
7661,"Which of these AWS Well Architected Framework pillars focus on minimizing effort and problems with Provisioning servers, Deployment, Monitoring and Support?",False,Operational Excellence,Reliability,Security,Performance Efficiency,,,A,1,Cloud Technology and Services
7662,Your enterprise does not have in house AWS expertise. Which of these services can help with your cloud migration? Please select two correct answers,True,AWS Systems Manager,AWS Abuse team,AWS Marketplace,AWS Professional Services,AWS Partner Network,,"D,E",1,"Billing, Pricing, and Support"
7663,Which of these AWS services can integrate with AWS Shield to protect you from Denial of Service (DDoS) attacks? (SELECT 2),True,Amazon CloudFront,AWS Elastic Load Balancing (ELB),AWS KMS,AWS Organizations,AWS Lambda,,"A,B",1,Security and Compliance
7664,"Which of these AWS services provides you with cost optimization, performance, security and fault tolerance recommendations in AWS?",False,AWS Config,AWS CloudTrail,AWS Organizations,AWS Trusted Advisor,,,D,1,Security and Compliance
7665,Which of these are used to manage permissions for a collection of users at a single place in AWS?,False,IAM Group,IAM Role,IAM User,IAM Policy,,,A,1,Security and Compliance
7666,"Which of these AWS support plans provides you with 24x7 phone, email, and chat access to Cloud Support Engineers and technical support for unlimited contacts? (Select 2)",True,Operations,Developer,Basic,Business,Enterprise,,"D,E",1,"Billing, Pricing, and Support"
7667,You want to reserve compute capacity in AWS to reduce costs. You need the flexibility to switch from EC2 instances to AWS Lambda or AWS Fargate. Which of these options would you choose?,False,Savings Plans,On Demand Instances,Spot Instances,Reserved Instances,,,A,1,Cloud Technology and Services
7669,Which of these AWS services will you use to run event driven workloads in AWS?,False,AWS Lambda,AWS Elastic Container Service (ECS),AWS Elastic Beanstalk,AWS Fargate,,,A,1,Cloud Technology and Services
7670,Which of these is an AWS managed service to allow instances in a private subnet to download software patches while denying inbound traffic from internet?,False,AWS Direct Connect,Internet Gateway,NAT Gateway,NAT instance,,,C,1,Cloud Technology and Services
7671,Which of these recommendations does NOT fall under the reliability pillar of AWS Well Architected Framework?,False,Principle of least privilege for least time,Automate recovery from failure with Health checks and Auto scaling,Scale horizontally,Maintain Redundancy,,,A,1,Security and Compliance
7672,"Which of these is an easy-to-use AWS service for deploying and scaling web applications and services developed with Java, .NET, PHP, Node.js, Python, Ruby and Go?",False,AWS Elastic Container Service (ECS),Elastic Load Balancing,AWS Auto Scaling,AWS Elastic Beanstalk,,,D,1,Cloud Technology and Services
7675,Which of these AWS support plans is free of cost?,False,Basic,Developer,Business,Enterprise,,,A,1,"Billing, Pricing, and Support"
7676,Which of these AWS services is recommended to track changes made to your AWS resources?,False,Amazon GuardDuty,AWS X-Ray,AWS CloudTrail,Amazon CloudWatch,,,C,1,Security and Compliance
7677,Which of these is a highly durable object storage service in AWS?,False,Amazon Elastic File System (EFS),AWS Storage Gateway,Amazon Elastic Block Store (EBS),Amazon S3,,,D,1,Cloud Technology and Services
7678,"Which of these AWS services is used to collect monitoring and operational data in the form of logs, metrics, and events?",False,AWS Config,AWS CloudTrail,Amazon CloudWatch,Amazon GuardDuty,,,C,1,Security and Compliance
7679,A private subnet does not have a route to:,False,NAT instance,Internet Gateway,Security Group,NAT Gateway,,,B,1,Security and Compliance
7682,Which of these AWS services is a fully-managed message queuing service in AWS?,False,Amazon Kinesis,Amazon CloudWatch,Amazon SQS,Amazon SNS,,,C,1,Cloud Technology and Services
7685,Which of these options is recommend to efficiently deliver static content with low latency to global users in AWS?,False,Create a static website using AWS Lambda,Create a static website using an S3 bucket and distribute content to edge locations using CloudFront,Create a static website using an S3 bucket,Deploy static website on EC2 instances and load balance using ELB,,,B,1,Cloud Technology and Services
7688,Which of these AWS services helps you to estimate the cost of your architecture solution in AWS? (Select 2),True,AWS Pricing Calculator,AWS Simple Monthly Calculator,AWS Budgets,AWS Cost Explorer,TCO - Total Cost of Ownership Calculator,,"A,B",1,"Billing, Pricing, and Support"
7689,Which of these AWS services is used to cache data from SQL Queries?,False,Amazon RDS,Amazon ElastiCache,Amazon DynamoDB,Amazon Redshift,,,B,1,Cloud Technology and Services
7691,Which of these AWS services helps you to simplify management of multiple AWS accounts?,False,AWS CloudTrail,AWS Config,AWS Trusted Advisor,AWS Organizations,,,D,1,Security and Compliance
7692,Which of these represents horizontal scaling of EC2 instances?,False,Creating multiple EC2 instances to share the load and using an Elastic Load Balancer to distribute load between them,Switch from EC2 instances to AWS Lambda,Reducing EC2 instance size: Example: t2.large to t2.small,Increasing EC2 instance size: Example: t2.micro to t2.small,,,A,1,Cloud Technology and Services
7693,Which of these are the benefits of the cloud? (Select 2),True,Trade capital expense for variable expense,Reduced agility,You do not need to worry about security of your applications,Increased speed and agility,You do not need to worry about security of your data,,"A,D",1,Cloud Concepts
7694,Which of these are advantages of moving to cloud?,False,Plan and Buy infrastructure on demand,Plan and Buy infrastructure ahead of time,No need to plan ahead of time. Provision infrastructure as your needs evolve.,Plan and Pay in monthly installments for infrastructure,,,C,1,Cloud Technology and Services
7695,Which of these AWS services allow you to run queries against Amazon S3 without loading the data from Amazon S3 into data warehousing solution?,False,Amazon DynamoDB,Amazon Redshift Spectrum,Amazon EMR,Amazon Redshift,,,B,1,Cloud Technology and Services
